amount,available_cash,required_reserve,pending_concurrent_outflows,agent_trust_score,agent_confidence,policy_violations,urgency_score,liquidity_ratio_before,projected_liquidity_ratio,global_projected_liquidity_ratio,reserve_shortfall,cross_agent_conflict_severity,risk_score,risk_category,recommended_decision
81010.8901211725,605615.6880435059,504332.4112789964,345496.82761972485,91.3694548674581,0.9044464798562619,0,3.0,1.201,1.04,0.355,325224.44,0.945,53.7,MEDIUM,MODIFY
161518.3571014203,1760483.7671257397,1160621.4838112567,491916.6204296821,86.63758803951211,0.946610215071942,0,2.0,1.517,1.378,0.954,53572.69,0.346,10.4,LOW,MODIFY
723787.9227607524,1094840.271708209,251324.80177433084,333853.14980944374,73.13951370124308,0.8747450057994103,1,1.0,4.356,1.476,0.148,214125.6,1.0,73.0,HIGH,MODIFY
1101361.811580988,1036112.7672366824,828890.2137893459,242797.51084044258,71.58216625982863,0.7275642290602434,0,4.0,1.25,0.0,0.0,1136936.77,1.0,82.2,CRITICAL,BLOCK
837346.9783859203,1768086.295657708,1079409.780695345,738763.1993423926,75.70708424122013,0.8577934420590718,0,4.0,1.638,0.862,0.178,887433.66,1.0,72.4,HIGH,MODIFY
743476.3246128364,1955407.9712654504,869197.804092964,50347.49657865128,77.11816098410253,0.9643227384670672,1,2.0,2.25,1.394,1.336,0.0,0.047,28.0,LOW,ALLOW
626029.3961656028,751425.7382253093,601140.5905802475,329231.39499737107,55.570698792247995,0.7653007638542131,0,2.0,1.25,0.209,0.0,804975.64,1.0,89.4,CRITICAL,MODIFY
858019.0343104552,541938.8907908356,433551.1126326685,442322.5541182904,52.06340468737339,0.7804492685711542,0,1.0,1.25,0.0,0.0,1191953.81,1.0,87.6,CRITICAL,BLOCK
227862.62211095667,1621901.0467842193,1271025.506075116,517981.8678473084,69.32038559857695,0.6957971873338207,0,3.0,1.276,1.097,0.689,394968.95,0.611,41.5,MEDIUM,MODIFY
95739.79214219352,814518.9781741189,493879.71399782645,99543.42226096209,62.2171591965389,0.8147665352650608,0,1.0,1.649,1.455,1.254,0.0,0.028,17.5,LOW,ALLOW
70681.71767948111,1221416.553533731,418906.52037185896,342165.83745546767,97.92010302755249,0.8321559920322215,0,4.0,2.916,2.747,1.93,0.0,0.047,2.0,LOW,ALLOW
58831.1923156522,1568223.9580328732,1254579.1664262987,56223.984225726206,46.34023604810946,0.8087368283024547,0,1.0,1.25,1.203,1.158,0.0,0.139,19.4,LOW,ALLOW
21728.75689420191,1804360.7696036585,914865.9082564551,270084.71475145966,76.837241347542,0.7080977837058406,0,2.0,1.972,1.949,1.653,0.0,0.033,6.7,LOW,ALLOW
291271.1747774962,1870132.7710949513,627294.4423186539,18363.2526022806,74.46308045600615,0.8973169773500427,0,4.0,2.981,2.517,2.488,0.0,0.03,9.1,LOW,ALLOW
556812.8695743723,1721688.0837941465,448314.20612881385,132514.0469782661,50.23904348269035,0.6859332308098194,0,2.0,3.84,2.598,2.303,0.0,0.101,22.0,LOW,ALLOW
286295.0690048655,1729261.179984107,752323.0276113267,677825.7672905751,64.10354223126974,0.7732118968858253,0,4.0,2.299,1.918,1.017,0.0,0.128,23.4,LOW,ALLOW
1051424.5888105265,1411960.0928182579,739477.8908486923,273830.98794269573,41.22223259093535,0.7979481402046885,0,4.0,1.909,0.488,0.117,652773.37,1.0,86.2,CRITICAL,MODIFY
841725.3262035649,1466221.4975002594,961287.2897078741,302131.415417085,86.49612714228311,0.6807810551300053,0,4.0,1.525,0.65,0.335,638922.53,0.965,63.2,HIGH,MODIFY
1054499.3744712956,1817214.6872849155,662249.4806393094,768524.0627782105,80.50303828850885,0.8196905538826318,0,1.0,2.744,1.152,0.0,668058.23,1.0,72.3,HIGH,MODIFY
463355.40990820527,899965.7811893651,615998.6025493798,392765.97759897617,82.72653084452693,0.9545833337710332,0,3.0,1.461,0.709,0.071,572154.21,1.0,76.1,HIGH,MODIFY
198136.8576777322,1840877.5612322863,500809.76967525866,175309.41875962575,74.54418037873154,0.8016962192479598,0,2.0,3.676,3.28,2.93,0.0,0.127,12.2,LOW,ALLOW
1099861.4022055033,1569278.4340042197,271462.87675642315,73901.42450004787,81.02345488679869,0.6195253781799416,0,3.0,5.781,1.729,1.457,0.0,0.336,27.4,LOW,ALLOW
282615.5138556853,701324.2287026024,561059.3829620819,249278.67750304218,70.70997019812431,0.6904080977291311,0,1.0,1.25,0.746,0.302,391629.35,0.998,72.9,HIGH,MODIFY
891902.9705924784,1769290.1932962982,1320189.5182657007,230594.39389669025,67.74465344532541,0.765072964273539,0,1.0,1.34,0.665,0.49,673396.69,0.81,63.4,HIGH,MODIFY
130797.26085187866,1482552.3148379135,240965.83905316162,653831.808466575,50.54510517048274,0.6484135394828999,0,3.0,6.153,5.61,2.896,0.0,0.108,18.0,LOW,ALLOW
170589.4340480231,1108117.5432407018,226747.59612707535,38675.5732838326,49.19865521748133,0.6515934835698527,1,3.0,4.887,4.135,3.964,0.0,0.086,19.7,LOW,ALLOW
305375.60889783053,515261.00991946843,298332.8477526462,512108.8958144829,84.51630323748394,0.6261588718989041,0,1.0,1.727,0.704,0.0,600556.34,1.0,77.3,HIGH,MODIFY
664875.74155888,1081921.7325713167,865537.3860570533,580987.9505866674,92.43876915408669,0.7819818834604391,0,3.0,1.25,0.482,0.0,1029479.35,1.0,79.2,HIGH,MODIFY
309201.4798740281,1707729.9263240243,697018.1328408584,749496.0868816274,49.84683611755073,0.9345914654053257,0,1.0,2.45,2.006,0.931,47985.77,0.369,20.9,LOW,MODIFY
729230.9471663578,861502.2772215516,552896.940752669,329930.40312869713,62.18070908391148,0.7457131322421996,0,2.0,1.558,0.239,0.0,750556.01,1.0,85.5,CRITICAL,MODIFY
545429.1171549605,1595129.704097037,1162969.1298952675,472343.93233373336,84.76661557111362,0.6545395949716702,1,4.0,1.372,0.903,0.496,585612.48,0.804,60.8,HIGH,MODIFY
563593.5972792272,1076196.5000527392,779571.2151557346,705906.7499917293,67.33465900789523,0.762162010626876,0,2.0,1.38,0.658,0.0,972875.06,1.0,82.4,CRITICAL,MODIFY
787584.101541447,1037160.9511740927,671851.7448567807,346705.8663256375,75.29595150309139,0.7383620098995174,0,4.0,1.544,0.371,0.0,768980.76,1.0,80.3,CRITICAL,MODIFY
130550.24768164335,1112091.601630313,164925.8493582487,595470.1704448761,73.13381633093138,0.6233559153201175,0,3.0,6.743,5.951,2.341,0.0,0.207,14.6,LOW,ALLOW
349063.33199055016,1028523.7478052551,822818.9982442041,40733.079917573625,70.50285371058918,0.6480861399663826,0,4.0,1.25,0.826,0.776,184091.66,0.065,36.6,MEDIUM,MODIFY
612077.8098707952,1186381.5435141025,949105.234811282,798915.624428567,49.04647030714085,0.9216380591496136,0,4.0,1.25,0.605,0.0,1173717.13,1.0,89.9,CRITICAL,MODIFY
243637.74978291706,459112.6580236868,367290.12641894945,493499.4839661689,56.26982976697061,0.6858926429326664,0,1.0,1.25,0.587,0.0,645314.7,1.0,86.3,CRITICAL,MODIFY
660996.605948674,1686659.821791201,354722.71201260766,204118.30538765364,94.04820434321718,0.6002211228497351,0,1.0,4.755,2.891,2.316,0.0,0.04,13.6,LOW,ALLOW
1110537.9231304529,1042951.9075694771,834361.5260555818,394785.7863559545,44.71820228916116,0.7792464495938942,2,3.0,1.25,0.0,0.0,1296733.33,1.0,96.9,CRITICAL,BLOCK
403413.8382339044,1800506.5457700687,1249413.577480989,531953.1996639554,71.07584016904458,0.860423225879396,1,3.0,1.441,1.118,0.692,384274.07,0.608,49.5,MEDIUM,MODIFY
526309.306064555,641533.7712105958,513227.0169684767,217750.82545372014,95.45646274850716,0.7172218902748898,3,4.0,1.25,0.225,0.0,615753.38,1.0,87.4,CRITICAL,BLOCK
990642.1033746498,1643012.8377201157,497817.0744610628,444011.266372354,89.82480347324244,0.6853914976380094,2,4.0,3.3,1.31,0.419,289457.61,0.881,64.2,HIGH,BLOCK
684221.7150639268,942761.0452215554,689798.4543147949,239267.6239080977,54.30715717810603,0.8429926761065254,2,1.0,1.367,0.375,0.028,670526.75,1.0,92.9,CRITICAL,BLOCK
1174246.756780212,977901.8780386648,709200.9144930919,267028.6830520273,61.852425724084355,0.7201228912317462,0,4.0,1.379,0.0,0.0,1172574.48,1.0,87.0,CRITICAL,BLOCK
289782.4804551633,585251.4261720467,468201.14093763736,194588.70059593147,87.46724118835309,0.7310834015316134,0,4.0,1.25,0.631,0.215,367320.9,1.0,68.5,HIGH,MODIFY
954371.3645013957,1813846.3539344599,1411405.2378355062,557906.8043706998,48.9613729753971,0.6200295384288879,0,1.0,1.285,0.609,0.214,1109837.05,1.0,78.8,HIGH,MODIFY
690676.7343293802,1688163.2779536536,632288.1773053006,32343.86542571519,92.67990388182011,0.7287552781327725,0,1.0,2.67,1.578,1.526,0.0,0.148,21.9,LOW,ALLOW
475128.353169465,546046.6684488715,379411.4281313552,794784.9004886155,46.3447697965241,0.8314143611018143,0,1.0,1.439,0.187,0.0,1103278.01,1.0,90.0,CRITICAL,MODIFY
319378.8441814401,316896.53569613246,253517.228556906,514771.2217335412,81.29662087841776,0.6374868740409765,0,3.0,1.25,0.0,0.0,770770.76,1.0,81.5,CRITICAL,BLOCK
615562.2959480771,1658487.421382332,634315.0953561156,234922.61560850983,81.6337882881138,0.7564266716912995,1,2.0,2.615,1.644,1.274,0.0,0.119,30.9,LOW,ALLOW
846849.1907768749,578985.1131530575,463188.09052244603,29438.120600301776,43.466137056598825,0.9413052352958178,0,4.0,1.25,0.0,0.0,760490.29,0.238,75.0,HIGH,BLOCK
294712.3258201939,798910.7820235672,581933.0281169333,385277.41095623275,64.18295330728957,0.9626505753493405,0,3.0,1.373,0.866,0.204,463011.98,1.0,78.7,HIGH,MODIFY
196271.83865789467,1051810.9051967189,195678.7742054655,153190.8830707409,43.897265671833,0.6122380097809235,1,3.0,5.375,4.372,3.589,0.0,0.058,25.9,LOW,ALLOW
1036463.5371048726,1939794.551696489,1208028.456623415,359689.79676308186,88.13109041219639,0.8906596900300077,1,3.0,1.606,0.748,0.45,664387.24,0.85,65.8,HIGH,MODIFY
308214.4502163174,1764513.485206455,371641.81685664447,74573.06675251835,91.65573660518052,0.7304769444300638,0,2.0,4.748,3.919,3.718,0.0,0.036,3.8,LOW,ALLOW
962248.2641168203,1336768.331001025,1110343.044348061,298419.1139768351,40.1615011034253,0.7882913627543414,1,2.0,1.204,0.337,0.069,1034242.09,1.0,91.1,CRITICAL,MODIFY
610927.5564208684,1385598.1539487343,1144336.3763725073,424695.2795427452,92.48559586849342,0.987516117023604,0,2.0,1.211,0.677,0.306,794361.06,0.994,61.6,HIGH,MODIFY
865737.5770305127,1640503.0032319233,764185.8756660848,437698.5448014335,71.78874289848369,0.8947516952306791,0,3.0,2.147,1.014,0.441,427118.99,0.859,60.5,HIGH,MODIFY
690558.2034947338,1034377.5424762766,827502.0339810214,738471.6112326357,89.25332803176883,0.6869308223963962,0,1.0,1.25,0.415,0.0,1222154.31,1.0,81.0,CRITICAL,MODIFY
15099.172752975992,1243214.7030342775,682996.9809073507,183376.6760858544,53.08625533557315,0.9203877804816325,0,1.0,1.82,1.798,1.53,0.0,0.065,7.9,LOW,ALLOW
607084.6885708693,1183782.673566419,712619.3282906979,762077.8008267289,86.8831535446642,0.849607664922756,0,1.0,1.661,0.809,0.0,897999.14,1.0,78.3,HIGH,MODIFY
937813.0109450762,1161362.0176190096,895684.9946692744,684187.1037175262,94.61212007230034,0.7517203425518746,1,2.0,1.297,0.25,0.0,1356323.09,1.0,81.5,CRITICAL,MODIFY
779743.1470622093,1433151.2732289794,257563.80329911422,757262.8467074902,41.2207628851245,0.6506522161746171,1,3.0,5.564,2.537,0.0,361418.52,1.0,81.4,CRITICAL,MODIFY
517474.77384560596,662766.4755883527,368512.9860269921,583329.4341797071,61.324347874214155,0.8983861530823944,0,1.0,1.798,0.394,0.0,806550.72,1.0,88.5,CRITICAL,MODIFY
920231.3484775797,686091.9917915657,391610.137023408,270023.87119197275,69.52732137735178,0.9257246071399721,0,1.0,1.752,0.0,0.0,895773.36,1.0,82.5,CRITICAL,BLOCK
119515.82275596107,1613894.6052631927,630949.7327741238,141118.83275437754,87.58951199925474,0.8126687372366106,0,1.0,2.558,2.368,2.145,0.0,0.137,4.2,LOW,ALLOW
241062.8251704686,1139756.0750498795,911804.8600399037,792890.8283991449,84.68154717432444,0.7370392076046597,0,4.0,1.25,0.986,0.116,806002.44,1.0,72.7,HIGH,MODIFY
488926.6765319435,1653095.0689491297,1197413.9306391978,134018.41038551138,76.64342993208665,0.7885350195441448,0,1.0,1.381,0.972,0.86,167263.95,0.44,38.2,MEDIUM,MODIFY
448956.25641155656,1024135.734864295,584988.906364232,719976.4254210271,42.14638945252936,0.6733514054972788,0,1.0,1.751,0.983,0.0,729785.85,1.0,85.8,CRITICAL,MODIFY
1035788.1473864818,1707534.4101592007,1458938.035186229,68180.21019744637,89.73832068340974,0.8319129117801825,0,1.0,1.17,0.46,0.414,855371.98,0.886,61.4,HIGH,MODIFY
916284.9438595545,1196453.1212526872,894666.1753950266,95802.4360236319,87.8389289596403,0.9065970267037928,0,2.0,1.337,0.313,0.206,710300.43,1.0,67.2,HIGH,MODIFY
75346.47745987652,728212.3705006376,582569.8964005101,240164.09316553862,96.88060209829943,0.6533985976979407,0,4.0,1.25,1.121,0.708,169868.1,0.592,30.7,LOW,ALLOW
494176.3464886796,1096916.684173742,877533.3473389937,20918.226130329742,56.82415779186395,0.6720626975417294,0,2.0,1.25,0.687,0.663,295711.24,0.14,47.8,MEDIUM,MODIFY
324397.8229457031,852557.8916376346,278462.30839016114,267028.1250376208,92.41609478220262,0.6712213934570582,0,1.0,3.062,1.897,0.938,17330.36,0.362,16.3,LOW,MODIFY
654154.5340153434,1714640.9464563574,892781.3237088535,687402.0640829988,87.88304901164784,0.8140852352584275,0,3.0,1.921,1.188,0.418,519696.98,0.882,56.0,MEDIUM,MODIFY
1117636.95246337,380784.29260541836,304627.4340843347,249513.75674508992,91.7998918577291,0.6362573163701596,0,1.0,1.25,0.0,0.0,1290993.85,1.0,78.8,HIGH,BLOCK
1128192.0332298924,392403.68065020465,313922.94452016376,716019.6172839827,54.606970309008084,0.730284504038603,0,1.0,1.25,0.0,0.0,1765730.91,1.0,86.8,CRITICAL,BLOCK
211549.80479222073,593152.1856169966,474521.7484935973,765833.2456480004,90.9656924923095,0.7987769365537818,3,1.0,1.25,0.804,0.0,858752.61,1.0,97.2,CRITICAL,BLOCK
1011789.8220806154,1238043.3576583103,990434.6861266483,394122.2461912856,54.03679039704001,0.7675920149854789,0,4.0,1.25,0.228,0.0,1158303.4,1.0,84.3,CRITICAL,MODIFY
713016.4528618469,819682.1633367159,696102.8010735215,728596.988787244,56.97210248479436,0.6971219638764119,1,1.0,1.178,0.153,0.0,1318034.08,1.0,91.7,CRITICAL,MODIFY
146386.7564692981,1289460.6567607748,151961.0633704914,472589.8873279388,84.06035247387914,0.8696069847791976,0,1.0,8.485,7.522,4.412,0.0,0.145,6.9,LOW,ALLOW
65411.412195790166,615540.1721347938,487494.5659606769,57759.40229933356,63.28840726498337,0.9764357587328025,0,1.0,1.263,1.128,1.01,0.0,0.086,27.6,LOW,ALLOW
137274.84737496678,1693947.2738892094,168575.89414738392,165066.75748273433,48.51863828802306,0.8824825419687159,1,3.0,10.049,9.234,8.255,0.0,0.049,16.7,LOW,ALLOW
249843.23904462092,1424566.1504202802,748605.8927715692,508041.2575359075,52.20010641935058,0.737739493946137,1,2.0,1.903,1.569,0.891,81924.24,0.409,30.7,LOW,MODIFY
525619.1349898516,987411.4743477118,490350.2058545312,126884.07934549203,86.1021921667998,0.9251391157004312,1,3.0,2.014,0.942,0.683,155441.95,0.617,46.9,MEDIUM,MODIFY
220701.49315238898,716977.8857622752,532652.3328355916,615242.8508625485,67.92080401894464,0.897427000675656,0,4.0,1.346,0.932,0.0,651618.79,1.0,80.5,CRITICAL,MODIFY
337982.5303626572,1008817.5293927132,807054.0235141707,381468.1766242276,63.04509919813819,0.6625787341396258,0,2.0,1.25,0.831,0.359,517687.2,0.941,70.5,HIGH,MODIFY
1121431.7451580144,1907327.6206340177,838091.9088911224,87859.51893136374,82.55331747143872,0.8035910104913738,0,3.0,2.276,0.938,0.833,140055.55,0.467,38.1,MEDIUM,MODIFY
84931.6510924359,758390.919443408,606712.7355547264,765723.3052540339,46.32002998316526,0.9505225109331101,0,2.0,1.25,1.11,0.0,698976.77,1.0,77.3,HIGH,MODIFY
960803.6363130249,1200724.8322705198,978352.0607311907,423935.4546179025,50.793887481269536,0.7938443111718161,0,2.0,1.227,0.245,0.0,1162366.32,1.0,89.6,CRITICAL,MODIFY
685861.7654155385,1441348.0012523811,897727.7227985136,1168.4148372366642,51.41172911267683,0.6423018319586022,0,4.0,1.606,0.842,0.84,143409.9,0.038,41.0,MEDIUM,MODIFY
1153178.245170944,1331924.677815412,1054278.9800955246,452172.5390197158,61.05636280528684,0.748169390589172,0,2.0,1.263,0.17,0.0,1327705.09,1.0,80.5,CRITICAL,MODIFY
643658.3242325538,842385.1761854506,673908.1409483606,394520.4390739064,65.41856830934141,0.8193497580022233,0,1.0,1.25,0.295,0.0,869701.73,1.0,83.9,CRITICAL,MODIFY
565828.6225103455,939323.5412224589,209233.60755067406,427984.5714328053,83.57830649825658,0.6400199125377438,3,4.0,4.489,1.785,0.0,263723.26,1.0,85.6,CRITICAL,BLOCK
53572.879770273576,586160.7327554137,468928.586204331,9358.2625282016,74.66247767313683,0.6469082110867879,0,4.0,1.25,1.136,1.116,0.0,0.134,18.9,LOW,ALLOW
898237.1055233278,650570.0202582714,520456.0162066171,750617.3715645715,54.23138994430052,0.7856448617481344,0,2.0,1.25,0.0,0.0,1518740.47,1.0,88.2,CRITICAL,BLOCK
982307.8470735683,211441.88692577762,169153.50954062212,173086.83869673178,64.29673079669944,0.7289902032094931,0,2.0,1.25,0.0,0.0,1113106.31,1.0,85.9,CRITICAL,BLOCK
434710.6154744296,968790.2871778782,621094.3964256644,361884.6449630669,81.06040133307403,0.6104907554996853,0,1.0,1.56,0.86,0.277,448899.37,1.0,70.7,HIGH,MODIFY
63792.95998516574,1680165.2452537229,466196.4013844076,143513.25151834518,88.8093701849519,0.6770814200619234,0,1.0,3.604,3.467,3.159,0.0,0.099,2.0,LOW,ALLOW
252954.69139743192,412177.21332862147,329741.7706628972,501704.45297115674,91.92981553006518,0.7168415200378827,0,2.0,1.25,0.483,0.0,672223.7,1.0,80.9,CRITICAL,MODIFY
213936.4294387207,486323.9679687774,389059.17437502195,28103.605109629993,50.33064878271474,0.9287340073155697,0,1.0,1.25,0.7,0.628,144775.24,0.115,46.6,MEDIUM,MODIFY
976993.462650218,395191.50392944535,316153.2031435563,212912.0809656203,70.69545013539206,0.8164489592961457,0,3.0,1.25,0.0,0.0,1110867.24,1.0,83.9,CRITICAL,BLOCK
685079.4116150528,1994991.7872971687,869344.5056058276,762894.4840971145,65.06829272326802,0.8382700144969606,1,3.0,2.295,1.507,0.629,322326.61,0.671,45.7,MEDIUM,MODIFY
1004392.207814999,1867183.6042415043,1227707.8516181025,157015.7194484243,57.43651890125901,0.9012976462306426,0,1.0,1.521,0.703,0.575,521932.17,0.725,56.9,MEDIUM,MODIFY
580392.7949784873,1909212.7080478999,302772.60285681137,727466.3844684081,74.25907792921728,0.8876687846967183,0,2.0,6.306,4.389,1.986,0.0,0.362,23.0,LOW,ALLOW
732212.661705672,1834402.2668254725,836361.5744464789,707536.8110786255,54.248189313718456,0.8153881488933523,0,1.0,2.193,1.318,0.472,441708.78,0.828,54.9,MEDIUM,MODIFY
518987.6411386202,445123.91455917194,390718.5801075775,680196.010100254,52.11272179516429,0.9131193218239468,0,1.0,1.139,0.0,0.0,1144778.32,1.0,87.1,CRITICAL,BLOCK
660604.2726739249,328583.4160433734,262866.73283469875,590192.8887375569,58.98870237315486,0.6642075077125593,0,3.0,1.25,0.0,0.0,1185080.48,1.0,89.5,CRITICAL,BLOCK
870477.1274038659,1443590.3716353548,1154872.2973082839,66907.03822670346,49.730512125014904,0.889457236044922,0,1.0,1.25,0.496,0.438,648666.09,0.862,67.7,HIGH,MODIFY
942543.1218311951,1915559.5783119788,282651.8095480033,431225.07123677555,61.920830282402086,0.9071116564127054,1,1.0,6.777,3.442,1.917,0.0,0.416,40.2,MEDIUM,ALLOW
609783.9097549942,1409921.407753852,1222830.9130985264,231889.4371541102,57.23613788476169,0.662117036306603,0,2.0,1.153,0.654,0.465,654582.85,0.835,66.9,HIGH,MODIFY
1093201.7810933639,1058201.0084161968,813037.8894880406,61283.100548847004,50.36777305332619,0.8976591762356543,0,1.0,1.302,0.0,0.0,909321.76,1.0,86.2,CRITICAL,BLOCK
62534.23454658584,1112858.6365464467,780872.2472596117,39082.515256378516,79.06018971216554,0.945459180815436,0,3.0,1.425,1.345,1.295,0.0,0.013,8.4,LOW,ALLOW
156301.37294980965,469925.4909852894,375940.39278823155,330377.91937156353,87.06430775594076,0.7995562029544968,3,3.0,1.25,0.834,0.0,392694.19,1.0,94.1,CRITICAL,BLOCK
456637.37921583373,1678840.7840313327,1209938.8754272014,33498.52295245714,82.14299839230763,0.8437565944582969,0,2.0,1.388,1.01,0.982,21233.99,0.036,21.2,LOW,MODIFY
1198501.8178092188,1028042.5765556393,629354.0463731164,617893.1809925921,85.93821438058058,0.9717111222896936,1,2.0,1.633,0.0,0.0,1417706.47,1.0,85.2,CRITICAL,BLOCK
1099129.5634944339,1151436.4423131645,921149.1538505317,590804.9702940686,55.43486155501847,0.885981148785934,3,2.0,1.25,0.057,0.0,1459647.25,1.0,98.0,CRITICAL,BLOCK
240688.88381067372,1784817.1791107925,486170.70239890745,574545.1197853852,51.0733562050086,0.852619599364882,0,2.0,3.671,3.176,1.994,0.0,0.023,18.3,LOW,ALLOW
806699.2615439367,507568.043016659,406054.4344133272,584441.4192884958,64.05083150087012,0.6618512173598755,0,4.0,1.25,0.0,0.0,1289627.07,1.0,85.0,CRITICAL,BLOCK
522757.9597719791,1500049.0568981422,1290803.4634831056,83274.31267252576,96.68564550518539,0.6982214717719377,0,1.0,1.162,0.757,0.693,396786.68,0.607,45.3,MEDIUM,MODIFY
432064.53797153104,1967975.1033852857,676339.1503058911,600234.3736509379,84.7018224086322,0.9378466472078272,0,4.0,2.91,2.271,1.383,0.0,0.118,17.1,LOW,ALLOW
238089.74736533992,1178244.5790598548,402389.67200126254,692374.4255985792,83.0255310339673,0.8607791058942428,0,3.0,2.928,2.336,0.616,154609.27,0.684,32.1,LOW,MODIFY
979519.0978878913,723081.3780677635,578465.1024542109,404173.06969329383,94.16503476595153,0.9010943897671095,1,3.0,1.25,0.0,0.0,1239075.89,1.0,78.5,HIGH,BLOCK
337765.4992382672,1133744.431445139,906995.5451561112,580395.734146095,47.92097703721582,0.8379371431796536,0,3.0,1.25,0.878,0.238,691412.35,1.0,75.5,HIGH,MODIFY
316683.3397647339,839114.2319872382,671291.3855897905,252059.04771971842,81.82380531138662,0.7539408003844015,0,2.0,1.25,0.778,0.403,400919.54,0.897,64.5,HIGH,MODIFY
